,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_lr_all,param_reg_bu,param_reg_bi,param_reg_pu,param_reg_qi,param_n_epochs,param_biased
0,1.0061982433366434,1.005862760149678,1.0048852243250954,1.0037290125913974,1.0032906762692744,1.0047931833344177,0.0011416344921793271,12,19.322654294967652,2.743675313986278,2.4885480403900146,0.29136463942737784,"{'n_factors': 1, 'lr_all': 0.007, 'reg_bu': 0.05, 'reg_bi': 0.02, 'reg_pu': 0.05, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",1,0.007,0.05,0.02,0.05,0.05,20,True
1,1.0058422437619978,1.004577344522284,1.0044162116006985,1.0015128078559457,1.0049948248521403,1.0042686865186132,0.0014639166570571144,11,16.41692180633545,0.12568927860255624,2.354237985610962,0.06515890149324802,"{'n_factors': 2, 'lr_all': 0.007, 'reg_bu': 0.05, 'reg_bi': 0.02, 'reg_pu': 0.05, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",2,0.007,0.05,0.02,0.05,0.05,20,True
2,1.0032989894820454,1.0020379574274498,1.0007396529512467,0.998967983010714,0.9982989848137109,1.0006687135370333,0.0018604467917215386,10,17.792416429519655,0.08133197878774702,2.328763008117676,0.0818748482721736,"{'n_factors': 5, 'lr_all': 0.007, 'reg_bu': 0.05, 'reg_bi': 0.02, 'reg_pu': 0.05, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",5,0.007,0.05,0.02,0.05,0.05,20,True
3,0.9994797781476004,1.0011050452347265,0.9979920754520804,0.9995891560834698,0.9989359126100754,0.9994203935055903,0.0010143838516047336,9,23.658834505081177,2.739334132020284,3.374546003341675,0.8081989378518857,"{'n_factors': 10, 'lr_all': 0.007, 'reg_bu': 0.05, 'reg_bi': 0.02, 'reg_pu': 0.05, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",10,0.007,0.05,0.02,0.05,0.05,20,True
4,1.0015900063748193,0.9986523233714467,0.9989793849799539,0.9970559105222913,0.9980158597004307,0.9988586969897885,0.0015150987005339443,8,28.47292766571045,5.429077490366168,3.5947648525238036,0.8122136114304921,"{'n_factors': 15, 'lr_all': 0.007, 'reg_bu': 0.05, 'reg_bi': 0.02, 'reg_pu': 0.05, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",15,0.007,0.05,0.02,0.05,0.05,20,True
5,0.9992783678555541,0.9979575241314061,0.9969203801998294,0.99670088790592,0.9977064920659605,0.997712730431734,0.0009124502838530584,5,33.25217366218567,4.160982100629218,3.2185896396636964,0.7198084408845646,"{'n_factors': 20, 'lr_all': 0.007, 'reg_bu': 0.05, 'reg_bi': 0.02, 'reg_pu': 0.05, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",20,0.007,0.05,0.02,0.05,0.05,20,True
6,0.9993607474554816,0.9988532612232071,0.9970014906318693,0.9968160051500107,0.9974412185873002,0.9978945446095737,0.0010232483164905493,7,42.077411317825316,9.947330725466282,3.4880928993225098,0.7222415521813774,"{'n_factors': 25, 'lr_all': 0.007, 'reg_bu': 0.05, 'reg_bi': 0.02, 'reg_pu': 0.05, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",25,0.007,0.05,0.02,0.05,0.05,20,True
7,0.9988526019049477,0.9984205729963147,0.9966872942046904,0.9967169631140123,0.9971975696708707,0.9975750003781672,0.0008959869250955038,4,38.34897871017456,5.99819930885258,2.8349578380584717,0.7053084534968749,"{'n_factors': 30, 'lr_all': 0.007, 'reg_bu': 0.05, 'reg_bi': 0.02, 'reg_pu': 0.05, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",30,0.007,0.05,0.02,0.05,0.05,20,True
8,0.998298692105202,0.9979241574181767,0.9969879290619454,0.9958089990987102,0.9974977493895221,0.9973035054147112,0.0008656181309420182,2,51.66185302734375,8.181437053125931,3.1108217239379883,0.9505755413460434,"{'n_factors': 35, 'lr_all': 0.007, 'reg_bu': 0.05, 'reg_bi': 0.02, 'reg_pu': 0.05, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",35,0.007,0.05,0.02,0.05,0.05,20,True
9,0.9981509975208154,0.9979688898096277,0.9975233358708542,0.9964896710354518,0.9970144531590767,0.997429469479165,0.0006125108273391496,3,56.193210411071775,8.62103217058233,3.5354485511779785,0.8526052166623546,"{'n_factors': 40, 'lr_all': 0.007, 'reg_bu': 0.05, 'reg_bi': 0.02, 'reg_pu': 0.05, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",40,0.007,0.05,0.02,0.05,0.05,20,True
10,0.9986597996442211,0.9987651114529731,0.9976822128607586,0.9973354567826522,0.9961352348199614,0.9977155631121132,0.0009629293764660238,6,50.162225341796876,8.526257739223347,3.5380921840667723,0.9075247304128532,"{'n_factors': 45, 'lr_all': 0.007, 'reg_bu': 0.05, 'reg_bi': 0.02, 'reg_pu': 0.05, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",45,0.007,0.05,0.02,0.05,0.05,20,True
