,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_lr_all,param_reg_all,param_n_epochs,param_biased
0,0.9940470694069828,0.9950802319117928,0.992853112935074,0.9934656627692321,0.993915869738783,0.9938723893523729,0.0007342531228564459,1,3840.379870033264,1044.6298767844794,3.629977226257324,1.0476180812763691,"{'n_factors': 10, 'lr_all': 0.01, 'reg_all': 0.1, 'n_epochs': 2000, 'biased': True}",10,0.01,0.1,2000,True
