,split0_test_rmse,split1_test_rmse,split2_test_rmse,split3_test_rmse,split4_test_rmse,mean_test_rmse,std_test_rmse,rank_test_rmse,mean_fit_time,std_fit_time,mean_test_time,std_test_time,params,param_n_factors,param_lr_all,param_reg_bu,param_reg_bi,param_reg_pu,param_reg_qi,param_n_epochs,param_biased
0,1.0497546670819278,1.0484860094541204,1.0484303539877995,1.0494744390214101,1.0478472724618202,1.0487985484014157,0.000708401679059072,601,35.82767686843872,5.370661430303053,3.012710428237915,0.836092450731171,"{'n_factors': 25, 'lr_all': 0.007, 'reg_bu': 0.01, 'reg_bi': 0.01, 'reg_pu': 0.01, 'reg_qi': 0.01, 'n_epochs': 20, 'biased': True}",25,0.007,0.01,0.01,0.01,0.01,20,True
1,1.0314914579395174,1.0284671244014447,1.0316470189091023,1.0274645662485569,1.0308839304757924,1.0299908195948828,0.0017027132270430617,496,34.20227313041687,7.317118874538145,2.738291358947754,0.756181370759778,"{'n_factors': 25, 'lr_all': 0.007, 'reg_bu': 0.01, 'reg_bi': 0.01, 'reg_pu': 0.01, 'reg_qi': 0.02, 'n_epochs': 20, 'biased': True}",25,0.007,0.01,0.01,0.01,0.02,20,True
2,1.0160921103463778,1.0147229051710513,1.0153827636566037,1.0150478153097338,1.0164053266726785,1.0155301842312892,0.0006305152393021126,353,35.63519411087036,4.196269789803718,3.230645179748535,0.8647943330275578,"{'n_factors': 25, 'lr_all': 0.007, 'reg_bu': 0.01, 'reg_bi': 0.01, 'reg_pu': 0.01, 'reg_qi': 0.03, 'n_epochs': 20, 'biased': True}",25,0.007,0.01,0.01,0.01,0.03,20,True
3,1.0082236733354608,1.0055413450849742,1.008762936254227,1.0073475369174387,1.0084953483937313,1.0076741679971666,0.001167675564111499,277,38.35403432846069,4.232638288673831,3.1233561038970947,0.9270615326785241,"{'n_factors': 25, 'lr_all': 0.007, 'reg_bu': 0.01, 'reg_bi': 0.01, 'reg_pu': 0.01, 'reg_qi': 0.04, 'n_epochs': 20, 'biased': True}",25,0.007,0.01,0.01,0.01,0.04,20,True
4,1.0043791290444346,1.0023769105569966,1.0027385440552745,1.0025834940619363,1.0044528218207978,1.003306179907888,0.0009136776615059339,179,37.22816162109375,9.365340454888255,2.8937352657318116,0.701509589615414,"{'n_factors': 25, 'lr_all': 0.007, 'reg_bu': 0.01, 'reg_bi': 0.01, 'reg_pu': 0.01, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",25,0.007,0.01,0.01,0.01,0.05,20,True
5,1.0485340756075785,1.046632735880031,1.0442517396089972,1.0462843800579127,1.0475821747428264,1.0466570211794692,0.001435553764675729,596,37.48948459625244,8.773931017028215,3.0374749183654783,0.9382882058160835,"{'n_factors': 25, 'lr_all': 0.007, 'reg_bu': 0.01, 'reg_bi': 0.01, 'reg_pu': 0.02, 'reg_qi': 0.01, 'n_epochs': 20, 'biased': True}",25,0.007,0.01,0.01,0.02,0.01,20,True
6,1.0247856016565118,1.0246642480645678,1.0262255618236418,1.0265179447135935,1.0246264087677128,1.0253639530052054,0.0008297126499918709,455,43.28254456520081,8.100722892869832,3.1273905754089357,0.7622631309069724,"{'n_factors': 25, 'lr_all': 0.007, 'reg_bu': 0.01, 'reg_bi': 0.01, 'reg_pu': 0.02, 'reg_qi': 0.02, 'n_epochs': 20, 'biased': True}",25,0.007,0.01,0.01,0.02,0.02,20,True
7,1.0139521813129462,1.0111615910250218,1.013368154914534,1.0129604981471914,1.0119043473038742,1.0126693545407135,0.001007702136672227,337,39.93369846343994,5.111650394235889,3.8249804973602295,0.7120920982515742,"{'n_factors': 25, 'lr_all': 0.007, 'reg_bu': 0.01, 'reg_bi': 0.01, 'reg_pu': 0.02, 'reg_qi': 0.03, 'n_epochs': 20, 'biased': True}",25,0.007,0.01,0.01,0.02,0.03,20,True
8,1.0061004668056475,1.0025173111162715,1.0062105641476604,1.0048610186156421,1.0059164094412119,1.0051211540252867,0.001387513418979877,238,37.68079347610474,8.066405644799366,2.950911045074463,0.7724427608133962,"{'n_factors': 25, 'lr_all': 0.007, 'reg_bu': 0.01, 'reg_bi': 0.01, 'reg_pu': 0.02, 'reg_qi': 0.04, 'n_epochs': 20, 'biased': True}",25,0.007,0.01,0.01,0.02,0.04,20,True
9,1.0016002093473977,0.9986749803245784,1.0008891225169252,0.9998210025561436,1.002183890680881,1.0006338410851854,0.001256943270832822,106,46.450949144363406,4.173741663309376,3.2625092029571534,0.9020130969431016,"{'n_factors': 25, 'lr_all': 0.007, 'reg_bu': 0.01, 'reg_bi': 0.01, 'reg_pu': 0.02, 'reg_qi': 0.05, 'n_epochs': 20, 'biased': True}",25,0.007,0.01,0.01,0.02,0.05,20,True
